# Undirected graph (each unordered pair of nodes is saved once): alpha3.000000000000001.txt
# Nodes: 100000 Edges: 96879
# NodeId	NodeId
0	22086
0	51396
0	62855
1	37918
1	87975
2	64334
3	61486
4	34817
4	88012
5	5574
5	20644
5	32858
5	93825
6	83738
7	5994
7	11403
7	40351
7	73122
8	10397
8	49381
8	82485
9	86696
10	42323
11	26180
12	7560
12	87726
13	1351
13	18433
13	31240
13	77721
13	83650
14	24164
15	30168
15	71413
16	48842
17	84508
18	67607
19	47918
20	7762
20	11151
20	15643
20	34814
20	81460
21	97960
22	91226
23	30476
23	62755
24	36815
24	83290
25	78148
26	13993
27	52966
27	87815
28	30273
29	6437
29	82466
30	9736
31	65341
32	56168
32	70607
32	76181
33	43524
33	92977
34	73783
35	18936
35	87327
36	3193
37	35399
37	99796
38	78908
38	88651
39	5840
39	13917
39	25514
39	39980
39	48152
39	63937
39	76197
40	31657
40	85479
41	15048
42	45275
43	58875
44	88016
45	51992
46	67125
47	4974
47	54137
48	34467
48	70835
49	21219
49	31640
50	38411
50	56395
50	57801
50	62766
51	39029
51	69976
52	2653
53	3756
53	15517
54	13834
54	77062
54	91233
54	91691
55	33824
56	59608
57	13026
58	8403
59	54388
60	50977
61	3499
61	4364
61	5278
61	17371
61	28097
61	30002
61	45645
61	52209
61	61035
61	72518
61	85688
62	25113
62	28291
62	77569
63	26382
64	5452
65	15436
65	96452
66	70364
67	53420
68	21337
68	43710
68	84675
69	3515
70	6574
70	83794
71	22647
72	87260
73	53290
73	93337
74	94163
75	56475
76	74493
77	45122
78	24148
79	3789
80	56459
81	81960
82	50924
83	11953
84	62605
85	40301
86	4254
87	35402
87	98664
88	4233
88	17679
89	55493
89	64817
90	65378
91	72349
92	44646
93	22047
94	45242
95	98067
95	99827
96	9650
97	20203
97	60285
98	47445
98	85724
99	10833
99	23973
99	56484
99	68528
100	2397
101	24757
102	9926
103	86457
104	59020
105	62575
106	8706
106	66486
107	23600
107	83510
108	21127
108	51410
108	66642
108	88356
109	12632
109	19920
109	55133
109	60914
110	19022
111	8744
111	33226
111	90131
112	11766
113	56748
114	7308
114	8171
114	87481
115	12416
115	31029
116	598
116	32073
116	47157
116	71094
116	82337
117	52209
118	33573
119	10398
119	59731
120	33576
121	3876
121	22965
122	24167
122	83634
123	98940
124	32208
125	10410
125	50982
125	75433
126	37965
127	44688
128	49990
129	53926
130	61567
130	94503
131	32183
131	33049
131	94939
131	96419
132	46835
133	786
133	47863
134	70907
135	10214
135	51330
135	58319
136	52582
137	63681
138	44121
139	8876
140	16669
140	99251
141	3350
141	14949
141	29381
141	59175
141	74962
141	79479
141	87354
141	93154
141	94463
141	94851
141	95043
142	57254
143	20238
143	28253
144	33895
144	46421
144	46613
144	73223
144	81156
144	88458
144	93849
145	43565
145	80571
146	67626
147	8040
148	7197
149	37453
149	66789
149	99628
150	7972
150	64578
150	82447
151	7928
152	52209
152	73378
153	28824
154	3478
155	38370
155	88713
156	74733
156	97895
157	48006
158	86328
159	6575
159	6815
159	33373
160	24823
161	78709
161	81912
162	30180
162	44198
162	47944
162	90501
163	95665
164	41526
165	35958
166	94727
167	30395
167	53270
168	36894
169	6476
169	12981
169	14839
169	18388
169	81730
169	92342
170	21013
171	7628
172	26482
172	31255
173	64266
173	87196
174	14350
174	77590
174	83766
175	94118
176	6785
176	64638
176	77846
177	47615
178	33406
178	49488
179	5674
180	82065
181	5041
181	56142
182	82764
183	97118
184	85601
184	93189
185	17615
185	81774
186	26545
187	35565
188	26373
189	85245
190	39360
190	88356
191	31075
191	99611
192	82128
193	34199
193	54361
193	77311
193	78689
193	99434
194	51972
194	84665
195	80372
196	5472
196	45707
196	61686
197	51701
197	64201
198	21341
198	39894
198	49984
199	46521
199	56418
200	1570
200	44214
201	14308
201	71738
202	12532
203	62263
203	63565
203	97556
204	60705
204	61069
205	89132
206	5547
206	6420
206	51011
207	97988
208	80814
208	83647
209	67088
210	43027
211	63407
211	85607
212	70197
212	96217
213	37924
213	64186
213	96381
214	60530
214	75988
215	55860
215	78448
215	93889
216	35144
216	72116
217	45863
218	15608
218	20829
219	45911
220	34804
221	21621
222	32420
223	29576
223	84408
224	79737
225	25041
225	34566
226	1540
227	38752
227	49078
228	19479
228	52209
229	17224
229	29147
230	41033
231	77481
232	99903
233	37453
233	46439
233	63477
234	8303
234	61664
235	9361
235	26927
235	56296
236	69618
236	76473
236	90625
237	33863
237	67473
238	78098
239	23895
240	41520
241	34856
241	59205
242	3958
242	4710
242	7104
242	11758
242	45686
242	58413
242	75923
242	97698
243	35622
243	47561
244	67819
245	1260
245	44269
246	5455
247	71053
248	24485
248	30040
248	43033
248	49990
248	53818
249	69485
249	99891
250	28813
251	28546
252	67763
252	90795
253	40537
254	87550
255	96686
256	78531
257	43257
258	21416
259	30214
259	88389
260	70753
261	73067
262	40394
263	25611
263	45229
264	71865
265	15067
266	76277
267	56147
268	5873
269	63909
270	59273
271	80956
272	17288
272	56370
273	53315
273	56104
274	1198
274	40028
274	61292
274	62630
275	4199
275	5174
275	14564
275	17291
275	51249
275	65487
275	79274
275	84676
275	91039
276	32794
276	44016
277	75047
278	35112
278	50312
278	58583
278	66371
278	69811
279	91435
280	45307
280	83643
281	73120
281	86753
282	98080
283	91518
284	95779
285	10175
285	21303
286	38523
287	8707
288	4677
288	10146
289	17164
290	64224
291	37711
292	65930
293	13721
293	17642
293	44140
293	53939
294	7748
294	47020
295	33037
296	54522
296	91102
297	37899
297	42930
298	87008
298	99391
299	7289
300	57844
301	11490
301	79887
302	3313
302	74629
302	82606
303	26254
303	77812
304	56840
305	5285
305	87072
306	49904
307	16840
307	30427
308	48242
309	17602
309	30785
310	6425
310	67121
311	28626
311	44216
312	46356
313	50779
313	93961
314	19225
314	88308
315	39230
316	45309
316	82134
317	16466
317	24102
317	35550
317	56191
317	70877
318	35320
318	88242
319	65360
319	71852
319	89705
320	22376
321	55297
322	21995
323	9136
324	11735
325	28963
325	93235
326	41776
327	46882
328	81192
329	48413
329	79229
330	32645
331	79403
332	59547
333	67231
333	81769
334	50818
334	65310
335	35603
336	62881
337	37524
338	7928
339	4901
339	21300
339	28528
339	65024
339	79305
340	19899
340	48929
341	26417
342	67440
342	75454
343	31547
344	55516
345	60851
345	89664
346	93992
347	6137
347	13318
347	18801
347	20619
347	25145
347	36686
347	45399
347	53217
347	64021
347	66822
347	68466
347	72877
347	77105
347	83017
347	84336
348	545
348	55252
349	36600
350	43135
350	91686
351	25174
351	59350
352	87751
353	74605
354	46976
355	68279
355	99414
356	16330
356	29685
357	40264
357	60034
358	25492
358	45724
359	85494
360	84375
361	9665
361	11126
361	12238
361	28053
361	28983
361	39570
361	40921
361	97656
362	2314
363	14459
364	714
365	75432
366	85257
367	33378
368	15121
369	63799
370	92254
371	73283
371	73773
371	87895
372	58052
373	42443
373	53892
373	90730
374	43938
375	41158
375	77926
375	86670
376	11739
376	78336
377	43067
378	41864
378	96253
379	79433
379	81005
380	85925
381	36139
381	79041
382	77812
383	71094
384	59966
384	70596
385	30786
385	41760
385	51310
385	73585
385	82745
385	83149
386	16416
386	35554
387	80971
388	43560
389	93387
390	67078
391	34752
391	87942
392	67242
393	23345
393	46779
393	51125
394	12860
395	3906
396	48672
397	20639
397	87354
398	50627
398	51745
398	62889
398	63990
399	28181
400	9943
400	24757
401	9709
402	407
403	22438
403	31288
404	53531
405	14347
405	15005
405	45022
405	57462
405	76144
406	94667
407	18925
407	26472
407	37284
407	50281
407	67353
408	881
408	4918
408	48630
408	62470
409	40050
409	93123
410	89557
410	90965
411	97252
412	5866
412	23154
412	65240
412	80271
412	90671
413	20222
414	14283
414	49226
415	14843
415	49507
416	49495
417	87104
418	10332
419	5916
419	34078
419	41535
419	57304
420	95079
421	11640
422	92531
422	97016
423	50461
424	26064
424	81321
424	91611
425	42500
425	82631
426	23871
427	15409
427	28780
427	29258
428	97851
429	80808
429	82424
430	52306
431	32182
432	21744
432	58686
432	80496
433	3522
434	26666
435	5006
435	84207
435	85692
436	9006
436	29233
436	59913
437	51917
438	51332
439	39807
440	91413
441	93284
441	98104
442	16901
442	94959
443	63133
443	84209
444	34581
444	71832
445	14949
445	85011
446	66196
447	33472
448	71538
449	27099
449	46002
450	20872
450	85813
451	10151
451	68046
452	98687
453	3646
453	16649
453	84595
454	62067
455	39722
456	7812
456	15983
457	22292
457	46747
458	10985
459	62369
460	26667
460	66775
461	26405
461	47203
462	9064
463	97920
464	45001
465	99691
466	66352
467	79483
467	95521
468	23169
468	60236
469	36560
469	59457
470	38589
471	11473
472	51793
473	11884
473	15162
474	71131
475	80494
475	88683
476	80422
477	34986
477	80598
477	94569
478	979
478	77312
479	2958
479	56624
480	43128
480	61344
481	54728
482	95864
483	2567
483	69409
483	81390
484	13755
484	94953
485	72124
485	91835
486	34794
487	11125
488	5292
488	46551
488	62857
488	90374
489	12348
490	24623
491	21800
491	79849
492	32361
493	86570
494	21815
495	26195
495	44557
495	62995
496	84014
497	35680
498	46552
498	62951
499	31042
499	79567
500	32877
501	61201
502	94749
503	11633
503	19305
503	28864
503	41956
503	81117
503	98714
504	21666
504	31042
504	34686
505	84005
506	93235
507	43379
508	46387
508	74188
509	59514
509	85210
510	23578
510	81792
511	32951
511	72349
512	7748
512	29279
512	82802
512	91171
512	94214
512	96016
513	43736
514	3878
514	36535
515	45013
515	94018
516	34835
516	91611
517	90940
518	97974
519	86053
520	13608
521	22677
521	89701
522	27136
522	49090
523	29380
523	48066
524	14999
524	27058
524	41636
525	65956
525	93096
526	35040
526	36168
527	58670
527	68449
527	94248
528	23508
528	43543
529	29448
529	59950
529	63823
530	25735
530	61557
531	8636
531	16215
531	31737
531	77312
532	9410
532	56646
533	26378
533	28922
533	96794
533	98716
534	51112
535	29141
535	56491
536	1402
536	5798
536	41820
536	58020
536	70723
536	90702
536	98213
537	91473
538	15110
539	82556
539	88073
540	64817
541	54090
542	68522
543	631
543	7360
544	56109
545	57617
546	16984
547	56856
547	81175
548	58168
549	60971
549	73805
550	5750
551	43944
551	48999
552	79751
553	33578
554	44332
555	72482
555	93225
555	96363
555	97939
556	1489
556	18834
556	79960
557	48725
557	65681
557	75033
557	75831
557	82184
558	15878
559	49015
560	61429
561	8971
562	76866
562	80921
563	33904
564	37458
565	1893
565	72689
566	2753
566	3247
566	29251
566	33868
566	60475
566	69375
566	70966
567	63728
568	10504
569	54949
569	83131
570	8735
571	2547
572	78138
573	49024
573	73144
573	92949
574	62811
575	4955
575	6666
576	87537
577	4504
577	7196
577	13333
577	33163
577	75676
577	93816
577	93887
577	96872
578	70212
579	37430
579	45953
579	93832
580	51730
581	47418
582	1793
582	11564
582	79362
583	43380
584	15593
585	25798
585	95850
586	24918
587	87059
588	59361
589	30955
590	20835
590	26875
590	40643
591	72431
592	33925
593	88413
593	93839
594	17330
594	19885
594	27706
595	1911
595	16826
595	35027
595	54449
595	82209
596	65202
597	32640
597	40218
598	61291
599	42502
599	49369
599	83149
600	8600
600	74135
601	879
601	11834
602	21038
602	22024
602	75808
602	97150
603	29919
603	64730
604	66050
604	99811
605	3164
605	31046
605	34278
606	43684
606	79243
607	7476
608	7875
608	13322
608	31422
609	16967
610	69701
611	28919
612	1472
613	47605
614	22075
614	30413
615	8504
616	81151
617	55644
617	73058
617	84286
618	44615
618	77770
619	17945
619	40463
619	41786
619	66428
620	13418
620	62673
621	65709
622	5172
622	7378
622	32229
622	72741
623	41849
623	54808
623	59154
624	10811
625	81545
626	89899
627	28202
628	67704
