# Undirected graph (each unordered pair of nodes is saved once): alpha2.6000000000000005.txt
# Nodes: 100000 Edges: 130521
# NodeId	NodeId
0	13114
0	79072
1	52184
1	59567
2	1016
2	2224
2	10360
2	76179
3	4948
4	69541
5	71267
6	4740
7	3366
7	60416
7	68013
7	96845
8	75550
9	71143
10	51986
10	83109
11	45858
12	71735
13	46471
14	33497
14	46571
14	58746
14	71679
14	85533
15	53744
15	91421
16	89137
17	4640
18	32279
18	61944
19	41020
20	21760
20	43437
20	60269
20	62557
21	18056
21	90344
22	64823
23	40110
24	34577
25	4793
25	51181
26	23968
26	40635
26	53278
26	93095
27	49807
27	65743
28	17916
28	53679
29	62947
30	23328
30	69340
30	71029
31	37406
32	53644
32	62834
33	79070
33	91346
34	34349
35	14196
35	23765
35	25130
35	32094
35	37015
35	64815
35	71784
35	99382
36	2157
36	3070
36	17227
36	22241
36	24213
36	30672
36	32466
36	34408
36	35501
36	35763
36	43767
36	47450
36	48879
36	49848
36	53360
36	58833
36	63887
36	71735
36	72302
36	80877
36	96900
37	47289
37	66808
38	4740
38	15321
38	16632
38	20474
38	33175
38	64823
38	65666
38	71011
38	79511
39	2609
39	47032
39	48222
39	79054
40	22850
40	86356
40	88261
41	86119
42	28863
42	79394
43	15234
43	21181
43	25827
43	69798
44	19503
44	87772
45	24413
46	59666
46	60866
46	92070
47	65695
48	33602
49	93198
50	7143
50	23435
51	80984
51	93589
52	333
52	80322
53	10119
53	69810
54	52964
54	69388
54	83468
54	96022
55	47193
56	61072
57	268
57	461
57	9713
57	10652
57	15086
57	28961
57	31977
57	32010
57	41213
57	50223
57	64823
57	68516
57	71973
57	73031
57	76409
57	80952
57	85483
57	86789
57	91084
58	42520
58	75929
59	44258
60	15936
61	31134
61	66801
62	16600
63	62862
63	65911
63	90213
64	58065
65	68390
66	28840
67	53072
67	82079
68	66801
69	29425
69	30961
70	30471
71	16218
71	52908
71	59312
72	58050
72	95524
73	79508
74	39683
74	56161
75	21712
75	24645
75	74698
76	5513
77	95395
78	698
78	76848
78	81169
78	81898
79	9010
79	38732
79	80780
80	96849
81	43546
82	22211
82	26043
82	43305
82	51890
83	29846
83	98574
84	24507
85	42011
85	61350
86	54264
87	1849
87	9940
87	12573
87	13809
87	17026
87	23228
87	82466
88	4890
88	51091
89	49486
90	14663
91	9675
91	28440
92	72081
93	42066
94	16534
95	1841
95	7414
95	28372
95	31118
95	43987
95	47031
95	49311
95	52908
95	63649
95	64823
95	85275
95	88185
95	89970
95	94642
95	98806
96	6325
96	12851
96	14260
96	25661
96	33615
96	48996
96	61593
96	80115
96	86859
97	70567
98	45433
99	21669
100	82580
100	92909
101	47746
102	7973
102	8352
102	24727
102	29584
102	50522
102	50755
102	63491
102	67709
102	70293
102	74264
102	84949
102	86532
102	95904
103	952
104	17594
105	77423
106	35401
106	83219
106	90767
107	19142
107	65211
108	34902
109	46013
110	7634
110	92099
111	7191
112	1731
112	2232
112	6156
112	7956
112	9918
112	12466
112	13375
112	18820
112	19487
112	19919
112	24532
112	26711
112	28364
112	28398
112	28422
112	29846
112	30375
112	31020
112	32155
112	33729
112	33891
112	35016
112	36088
112	39973
112	47423
112	49723
112	49726
112	57292
112	58153
112	60905
112	61542
112	64823
112	65175
112	67233
112	69702
112	69847
112	69881
112	70646
112	71735
112	73934
112	74831
112	76047
112	78531
112	80285
112	82016
112	82540
112	82610
112	84275
112	85545
112	86266
112	91724
112	95043
112	97094
113	6186
113	51501
114	19940
114	73492
115	12394
115	51532
115	63481
115	83773
116	82477
116	95766
117	19861
118	23403
119	83651
120	89925
121	17748
121	44438
122	27454
123	44797
124	71954
125	59209
125	72043
126	10218
126	20574
126	96678
126	98512
127	50835
127	65500
128	53487
128	87769
129	36954
129	81638
130	94451
131	12938
131	97976
132	21978
132	83906
133	41720
134	48798
134	75838
135	64043
136	29296
136	91058
137	38802
138	2086
138	93822
139	55315
140	12573
140	15223
141	75220
141	86075
142	18063
143	2253
144	35304
144	42027
145	7054
145	10039
145	49127
145	57177
145	58280
145	61738
145	63632
145	73405
145	77833
145	90206
146	90338
147	65008
148	95716
149	27750
149	99380
150	65442
150	66046
151	53711
152	23438
152	67585
153	36541
154	2298
155	28371
155	34070
155	72448
155	79912
156	66629
156	68447
157	21632
157	28918
157	38841
158	2434
158	82079
159	34943
160	13442
161	40221
162	31996
163	17250
163	36845
164	51403
164	56504
165	64823
165	96845
166	40298
167	47641
168	8057
169	26008
169	29304
169	37229
170	46311
171	87715
172	2548
172	17227
173	10347
173	67040
174	10315
174	19760
174	26961
174	28078
174	44688
174	59341
175	71735
176	55020
176	58596
177	46459
178	22048
178	30650
179	95087
180	25336
180	92991
181	52447
182	30696
182	59190
182	67729
183	19503
184	31055
184	72497
185	3099
185	33466
186	9679
186	27400
186	27763
186	44294
186	52534
186	68384
186	76964
187	17866
187	64823
187	71107
188	89168
189	32895
190	2999
190	39283
191	47694
192	67070
193	5410
193	25625
193	64823
194	34383
194	62468
195	64712
196	40099
196	62312
196	95750
197	3330
198	67923
199	20448
199	59485
199	82627
200	39155
201	36723
201	53762
202	34962
202	99468
203	7256
204	72010
205	26923
206	39395
206	79534
207	10509
208	4065
208	21506
208	36881
208	50351
208	68276
208	95083
209	65566
210	3487
211	20662
212	1549
213	461
214	90515
215	86921
216	21712
217	3704
217	22048
218	13581
218	41991
218	64452
218	75960
219	34205
220	44841
220	94549
221	6395
221	36502
222	18680
222	27844
222	31903
222	64823
222	70157
222	86458
222	90081
223	23406
223	59469
224	86745
225	15704
226	67193
227	17212
228	2465
229	84082
230	20021
230	46608
230	87134
231	44161
232	9259
232	70872
232	72647
233	18609
234	91826
235	59236
236	25699
237	49718
238	19819
238	83904
239	29518
240	36083
240	78314
241	1666
241	15817
241	59327
241	85114
241	85315
242	25974
242	64823
243	13112
243	73166
244	96496
245	94548
246	6449
246	13363
246	16493
246	25156
246	72302
246	78211
246	79227
246	81176
246	84046
246	85856
246	91092
246	97200
247	28877
248	64995
249	71110
250	33674
250	90374
251	50223
252	3973
252	62325
253	10264
253	27900
253	39102
253	77326
253	93378
254	2571
254	76810
255	22048
255	26498
256	69813
256	78739
257	17381
258	3095
258	25375
258	83252
259	3254
259	22048
259	53643
259	61802
259	74884
260	78036
261	5356
262	57977
262	70433
263	77649
264	5063
265	73931
266	28305
267	45521
267	54074
268	3825
269	91666
270	88289
271	19059
271	26559
271	57007
271	69925
271	82532
272	6161
272	43096
273	2773
274	17538
274	45335
275	10247
275	29404
275	71735
276	40763
276	59469
276	83361
277	39916
278	35801
278	70427
279	43539
280	89168
281	49968
281	94972
282	3962
282	4267
282	4846
282	7543
282	11611
282	13264
282	18972
282	18990
282	21157
282	21293
282	23235
282	23712
282	24178
282	25993
282	29059
282	32042
282	33588
282	33857
282	35087
282	35677
282	36544
282	46138
282	49049
282	49952
282	50497
282	52801
282	53643
282	55495
282	60238
282	63327
282	64455
282	64823
282	65708
282	70983
282	86314
282	86356
282	87763
282	87847
282	92384
282	96193
282	97577
283	27761
284	81376
285	72895
286	7629
286	39439
287	1870
287	19901
287	27896
287	41347
287	58460
287	70840
287	88120
288	85878
289	50587
289	84226
290	18863
290	21825
291	19521
292	8386
292	67313
292	76824
293	5802
293	29121
293	68703
293	98373
294	27098
294	28372
294	40308
294	75313
295	29587
295	31327
295	73828
295	74604
295	91609
296	25661
296	32010
296	32699
296	99184
297	49924
297	67330
298	5094
299	78763
300	17844
301	35426
301	59913
302	56269
303	37352
304	11856
304	22901
304	61624
304	71735
305	50420
305	70197
306	89261
307	77378
307	87365
308	20923
308	81188
309	36506
310	4069
310	6364
310	8913
310	16695
310	17452
310	20621
310	54353
310	63523
310	64823
310	67385
310	82770
310	84006
310	90408
310	92349
310	93442
310	97985
310	99348
311	21419
312	23723
312	61772
313	57112
