# Undirected graph (each unordered pair of nodes is saved once): alpha3.8000000000000016.txt
# Nodes: 100000 Edges: 73907
# NodeId	NodeId
0	95380
1	29663
2	96387
3	72097
3	86206
3	90017
4	75244
5	25953
5	37263
6	41910
6	46130
7	1705
7	76365
8	45440
9	28693
10	50582
10	81692
11	6699
12	95242
13	19
13	90080
14	58145
15	24023
16	68694
17	81273
18	88902
19	8904
20	53802
21	6938
22	22218
22	76583
22	80217
23	65118
24	71033
25	39309
26	50807
26	87826
27	71916
27	74847
28	89269
29	52624
30	17992
31	83445
32	70759
33	86852
34	25759
35	85934
35	99944
36	66506
37	81187
38	53501
39	51255
39	76132
40	47711
40	50611
41	70576
42	31668
43	30442
43	46048
43	63364
43	72011
43	73699
44	60825
45	13390
46	575
46	77028
46	91659
47	948
47	83338
47	89822
48	26329
49	76922
50	57053
51	60194
52	17077
52	45829
53	9359
54	69713
55	57538
56	15336
56	63440
56	86987
57	91884
58	42957
58	70962
59	83914
60	49436
60	78569
61	37102
62	31666
63	69495
64	85981
65	43149
65	86563
66	65712
67	33036
68	65646
69	78066
70	25432
71	38879
72	26077
73	38232
73	52483
73	85730
74	81789
75	40311
75	99995
76	61340
77	64762
78	50965
79	22625
80	43736
81	40966
82	32732
82	34680
83	1947
84	4662
84	38478
84	61973
85	11578
86	43885
86	96196
87	69408
88	54133
88	79468
89	527
90	13602
90	57286
90	84511
91	52300
92	18921
93	39131
94	24794
95	90652
96	32035
96	50544
97	32992
97	34762
98	41431
99	9438
99	13586
99	35634
99	61141
99	67357
100	45165
100	96345
101	14917
101	19517
101	62682
102	6990
103	61017
104	2368
105	29871
106	68943
107	7051
108	22183
109	50648
110	60447
110	80516
111	7719
111	28639
111	28741
111	31587
111	39520
111	67970
111	86715
111	88264
111	89165
112	24608
113	30905
113	80955
114	29647
114	63586
115	48268
116	23329
117	16719
118	6326
119	4100
119	14199
120	69493
121	6972
121	29992
121	76537
121	91572
122	76493
123	71654
124	30406
124	33141
124	78878
125	96235
126	6167
126	15781
126	16178
126	16206
126	66730
127	13886
127	77378
128	67049
129	11395
129	20518
130	898
130	98416
131	88173
132	60079
133	16998
133	17117
133	29810
134	57517
135	33757
136	39677
137	22856
137	43933
138	8134
139	33239
139	87973
140	52253
141	5748
142	80780
143	5773
144	6097
145	83572
146	28417
146	62683
147	39967
148	40876
149	41116
149	43342
150	43576
151	37811
152	19724
153	27588
154	45620
155	11406
155	61144
156	38699
156	77960
156	82532
156	98365
157	93249
158	66308
159	96322
160	64377
160	96017
161	49047
162	10661
162	21224
163	1822
164	10251
164	24866
164	63902
165	36875
165	55686
166	50495
167	85348
168	28602
169	67773
169	95212
170	54750
170	63805
171	55073
171	60922
172	90402
173	89689
174	28368
175	51199
176	98110
177	51007
178	9512
179	4332
180	38659
180	75581
181	74250
182	75183
183	6993
184	35250
185	84436
186	34006
187	21921
188	51113
189	73869
189	75641
190	61232
191	15389
191	18939
192	10141
192	81673
193	39996
194	49324
194	54024
194	78120
195	17773
196	12450
197	16904
198	47709
199	20774
200	6164
201	46928
201	54210
202	5425
203	56959
203	70572
203	74797
203	86247
204	45743
205	25480
205	65834
206	82547
207	48995
207	69803
207	77098
208	20509
208	29167
208	33045
209	62478
209	78762
210	19664
210	99026
210	99376
211	45109
212	2044
212	12981
212	67193
213	71411
214	84402
215	31512
216	82299
217	80923
218	17260
218	28835
219	42552
220	32387
221	66747
222	93683
223	2253
223	50523
224	74123
225	28691
226	27431
226	84529
227	5046
228	6747
228	24886
229	26336
230	22364
230	64815
231	45640
231	88307
232	35345
233	61930
234	66991
235	51230
236	34115
236	43343
236	65747
236	99743
237	63112
238	51587
238	82421
239	79470
240	12114
240	19808
241	53836
241	63594
242	8316
242	20442
242	36278
243	90770
244	74299
244	82208
245	26639
246	63309
247	45287
247	67718
248	66899
249	97124
250	32153
251	99501
252	19793
252	83831
253	16016
254	30494
255	86108
256	59449
257	30123
257	89271
258	54772
259	81956
260	2478
261	59301
262	86218
263	43703
263	98648
264	11654
265	36786
265	48783
266	80437
267	91826
268	52947
268	69126
269	57304
270	37425
271	16708
272	74987
273	19296
274	33262
274	61398
275	1017
275	38196
275	96609
276	26351
276	30220
276	40793
276	69567
277	1854
277	44317
278	16985
278	32279
278	32445
278	44585
278	51058
278	70707
278	86147
279	23227
279	56819
280	89662
281	5697
281	22572
281	40931
281	58648
282	4246
283	7605
284	18495
284	90980
285	68599
286	69432
287	14890
287	81715
288	14499
288	79697
288	81773
289	40203
289	88892
289	90120
290	44905
291	8407
291	85585
292	5240
292	50316
293	4841
294	79540
295	6949
295	86910
296	63729
297	6005
297	68993
297	78872
297	83580
297	92495
298	92389
299	61497
300	40196
301	12479
301	29989
302	90907
303	27596
304	17708
305	46343
306	54134
307	88677
308	61260
309	58030
310	16353
311	40935
312	18740
312	65917
313	82565
314	16398
314	22506
315	57587
315	65247
316	60084
317	91508
318	48205
319	36402
320	4700
320	15933
320	34858
320	84649
321	61590
322	35194
323	80447
323	82499
324	98307
325	20710
325	42571
326	78045
327	77254
327	98021
327	98402
328	6572
329	30853
330	46168
331	2214
332	97318
333	51586
334	46907
334	94630
335	41681
336	24188
337	88313
338	95362
339	19579
339	58396
340	72309
341	47096
342	41103
343	53137
