# Undirected graph (each unordered pair of nodes is saved once): rewire.alpha4.0.txt
# Nodes: 100000 Edges: 70752
# NodeId	NodeId
0	5
0	10
0	17
0	44
0	61
0	90
0	173
0	203
0	222
0	234
0	259
0	292
0	293
0	419
0	478
0	536
0	555
0	574
0	610
0	660
0	696
0	748
0	881
0	916
0	964
0	1207
0	1236
0	1295
0	1373
0	1374
0	1505
0	1535
0	1856
0	1969
0	2113
0	2121
0	2175
0	2707
0	2810
0	3061
0	3077
0	3099
0	3270
0	3284
0	3434
0	3727
0	3784
0	3982
0	4058
0	4074
0	4128
0	4313
0	4322
0	4341
0	4487
0	4546
0	4618
0	4761
0	4944
0	4964
0	5013
0	5101
0	5393
0	5427
0	5471
0	5545
0	5630
0	5688
0	5723
0	5728
0	5762
0	5769
0	5816
0	5871
0	5899
0	6013
0	6086
0	6089
0	6104
0	6238
0	6425
0	6958
0	7074
0	7154
0	7404
0	7405
0	7580
0	8193
0	8262
0	8328
0	8462
0	8474
0	8783
0	9329
0	9377
0	9898
0	9961
0	10186
0	10250
0	10260
0	10524
0	11430
0	11606
0	11674
0	11713
0	11968
0	12340
0	12736
0	12744
0	12981
0	13140
0	13245
0	13384
0	13632
0	13916
0	14168
0	14278
0	14324
0	14444
0	14475
0	14586
0	14706
0	15093
0	15633
0	15789
0	16669
0	16884
0	16910
0	16995
0	17600
0	17668
0	17889
0	18217
0	18255
0	18375
0	18963
0	19154
0	19673
0	19725
0	19852
0	20028
0	20390
0	20648
0	20724
0	20859
0	20892
0	20899
0	21092
0	21165
0	21184
0	21311
0	21944
0	22236
0	22260
0	22285
0	22389
0	22619
0	22810
0	22949
0	23746
0	23875
0	23975
0	23996
0	24035
0	24228
0	24432
0	24496
0	24849
0	25107
0	25218
0	26224
0	26263
0	26300
0	27062
0	27120
0	27450
0	27625
0	27759
0	28145
0	28247
0	28558
0	28993
0	29357
0	30322
0	30562
0	31198
0	31550
0	32236
0	32690
0	32740
0	33013
0	35058
0	35848
0	35994
0	36487
0	36618
0	37538
0	39442
0	39589
0	39832
0	40335
0	40769
0	40988
0	41011
0	41171
0	41521
0	41541
0	41729
0	42235
0	44376
0	45102
0	45888
0	46221
0	46709
0	46796
0	46934
0	47717
0	47752
0	50234
0	50367
0	50931
0	51098
0	51930
0	51981
0	52202
0	53191
0	53593
0	54066
0	54254
0	54332
0	55547
0	57470
0	57512
0	58025
0	58051
0	58429
0	59189
0	59886
0	60314
0	61128
0	62539
0	63488
0	64147
0	66522
0	66784
0	67868
0	70075
0	70225
0	70526
0	71511
0	73038
0	75092
0	75410
0	76198
0	78786
0	79033
0	79422
0	79715
0	84532
0	85086
0	86632
0	87841
0	90243
0	91500
0	95289
1	32
1	90
1	147
1	161
1	197
1	239
1	809
1	817
1	819
1	849
1	896
1	1132
1	1331
1	1988
1	3035
1	3973
1	4585
1	4811
1	4861
1	6793
1	11791
1	15718
1	18055
1	18630
1	19078
1	21184
1	25150
1	25969
1	28531
1	31964
1	32048
1	32127
1	34459
1	38122
1	39205
1	39836
1	40351
1	45697
1	49346
1	52009
1	60266
1	62151
1	66980
1	69357
1	74741
1	81805
1	85023
1	88427
1	94987
2	12
2	591
2	1131
2	1164
2	1607
2	2263
2	3058
2	3118
2	3202
2	4127
2	4311
2	6256
2	8184
2	8290
2	10550
2	12650
2	13539
2	15497
2	15512
2	18224
2	19762
2	27109
2	30489
2	31456
2	37238
2	38166
2	42196
2	42848
2	64810
2	72569
3	139
3	250
3	345
3	720
3	2259
3	2435
3	3516
3	5718
3	6494
3	6749
3	9299
3	9715
3	9948
3	11980
3	13185
3	17598
3	18210
3	22292
3	26101
3	27483
3	29300
3	30029
3	42095
3	44670
3	56718
3	75926
4	112
4	309
4	842
4	1360
4	2135
4	2212
4	2648
4	3606
4	4303
4	4320
4	9905
4	10753
4	11037
4	12612
4	12618
4	17188
4	17257
4	19082
4	19447
4	20525
4	23446
4	25478
4	30937
4	36639
4	37598
4	93270
5	558
5	1910
5	2544
5	6543
5	7060
5	7502
5	8744
5	10417
5	11118
5	13060
5	13677
5	14212
5	14726
5	16925
5	21629
5	22384
5	33957
5	41805
5	53889
5	57610
5	63263
5	71542
5	73178
5	74879
5	75887
6	178
6	1843
6	1946
6	2798
6	4287
6	7363
6	7541
6	11317
6	13321
6	15249
6	15485
6	18542
6	19035
6	21272
6	23378
6	24523
6	25862
6	28179
6	28737
6	31922
6	40670
6	42976
6	49679
6	53692
6	76313
7	888
7	925
7	1661
7	2298
7	3972
7	9353
7	11319
7	11338
7	11368
7	13241
7	13316
7	14984
7	16831
7	18558
7	21166
7	21503
7	23891
7	25449
7	32562
7	39789
7	46030
7	48446
7	65608
7	87942
8	480
8	569
8	1909
8	1959
8	2087
8	2129
8	2522
8	5168
8	5372
8	8628
8	10414
8	14105
8	14489
8	17663
8	18834
8	22489
8	24291
8	25541
8	27065
8	29180
8	42987
8	52036
8	63435
8	90467
9	19
9	1716
9	5126
9	5387
9	6294
9	7059
9	7213
9	8547
9	10891
9	11299
9	11611
9	16717
9	21312
9	23366
9	24287
9	33512
9	47597
9	49542
9	54633
9	55451
9	67588
9	78868
9	80117
10	628
10	725
10	1038
10	1091
10	1946
10	2269
10	2627
10	3824
10	3864
10	4817
10	5354
10	9510
10	10893
10	14870
10	15296
10	24279
10	26626
10	32738
10	54833
10	67672
10	72630
11	155
11	4593
11	5288
11	5572
11	8720
11	11326
11	13383
11	13558
11	16026
11	16365
11	17963
11	23326
11	25435
11	26829
11	29741
11	33953
11	36225
11	38959
11	62227
11	67119
11	76353
11	78845
12	40
12	927
12	1236
12	1758
12	2649
12	3271
12	4528
12	5410
12	6209
12	16730
12	19278
12	22598
12	22605
12	34740
12	36689
12	38096
12	39046
12	42428
12	45354
12	47922
12	48485
13	51
13	626
13	4314
13	4622
13	4885
13	17389
13	18866
13	20505
13	23381
13	24244
13	30557
13	31749
13	35384
13	44633
13	44950
13	56297
13	60415
13	61649
13	77307
13	90909
14	208
14	342
14	655
14	737
14	1167
14	5021
14	7044
14	8459
14	8954
14	14520
14	15956
14	16751
14	17132
14	23258
14	24118
14	25318
14	43274
14	45745
14	53182
14	64966
15	314
15	402
15	1870
15	4523
15	4762
15	5657
